steps,date,interval
NA,10/1/12,2225
NA,10/1/12,2230
NA,10/1/12,2235
NA,10/1/12,2240
NA,10/1/12,2245
NA,10/1/12,2250
NA,10/1/12,2255
NA,10/1/12,2300
NA,10/1/12,2305
NA,10/1/12,2310
NA,10/1/12,2315
NA,10/1/12,2320
NA,10/1/12,2325
NA,10/1/12,2330
NA,10/1/12,2335
NA,10/1/12,2340
NA,10/1/12,2345
NA,10/1/12,2350
NA,10/1/12,2355
0,10/2/12,0
0,10/2/12,5
0,10/2/12,10
0,10/2/12,15
0,10/2/12,20
0,10/2/12,25
0,10/2/12,30
0,10/2/12,35
0,10/2/12,40
0,10/2/12,45
0,10/2/12,50
0,10/2/12,55
0,10/2/12,100
0,10/2/12,105
0,10/2/12,110
0,10/2/12,115
0,10/2/12,120
0,10/2/12,125
0,10/2/12,130
0,10/2/12,135
0,10/2/12,140
0,10/2/12,145
0,10/2/12,150
0,10/2/12,155
0,10/2/12,200
0,10/2/12,205
0,10/2/12,210
0,10/2/12,215
0,10/2/12,220
0,10/2/12,225
0,10/2/12,230
0,10/2/12,235
0,10/2/12,240
0,10/2/12,245
0,10/2/12,250
0,10/2/12,255
0,10/2/12,300
0,10/2/12,305
0,10/2/12,310
0,10/2/12,315
0,10/2/12,320
0,10/2/12,325
0,10/2/12,330
0,10/2/12,335
0,10/2/12,340
0,10/2/12,345
0,10/2/12,350
0,10/2/12,355
0,10/2/12,400
0,10/2/12,405
0,10/2/12,410
0,10/2/12,415
0,10/2/12,420
0,10/2/12,425
0,10/2/12,430
0,10/2/12,435
0,10/2/12,440
0,10/2/12,445
0,10/2/12,450
0,10/2/12,455
0,10/2/12,500
0,10/2/12,505
0,10/2/12,510
0,10/2/12,515
0,10/2/12,520
0,10/2/12,525
0,10/2/12,530
0,10/2/12,535
0,10/2/12,540
0,10/2/12,545
0,10/2/12,550
0,10/2/12,555
0,10/2/12,600
0,10/2/12,605
0,10/2/12,610
0,10/2/12,615
0,10/2/12,620
0,10/2/12,625
0,10/2/12,630
0,10/2/12,635
0,10/2/12,640
0,10/2/12,645
0,10/2/12,650
0,10/2/12,655
0,10/2/12,700
0,10/2/12,705
0,10/2/12,710
0,10/2/12,715
0,10/2/12,720
0,10/2/12,725
0,10/2/12,730
0,10/2/12,735
0,10/2/12,740
0,10/2/12,745
0,10/2/12,750
0,10/2/12,755
0,10/2/12,800
0,10/2/12,805
0,10/2/12,810
0,10/2/12,815
0,10/2/12,820
0,10/2/12,825
0,10/2/12,830
0,10/2/12,835
0,10/2/12,840
0,10/2/12,845
0,10/2/12,850
0,10/2/12,855
0,10/2/12,900
0,10/2/12,905
0,10/2/12,910
0,10/2/12,915
0,10/2/12,920
0,10/2/12,925
0,10/2/12,930
0,10/2/12,935
0,10/2/12,940
0,10/2/12,945
0,10/2/12,950
0,10/2/12,955
0,10/2/12,1000
0,10/2/12,1005
0,10/2/12,1010
0,10/2/12,1015
0,10/2/12,1020
0,10/2/12,1025
0,10/2/12,1030
0,10/2/12,1035
0,10/2/12,1040
0,10/2/12,1045
0,10/2/12,1050
0,10/2/12,1055
0,10/2/12,1100
0,10/2/12,1105
0,10/2/12,1110
0,10/2/12,1115
0,10/2/12,1120
0,10/2/12,1125
0,10/2/12,1130
0,10/2/12,1135
0,10/2/12,1140
0,10/2/12,1145
0,10/2/12,1150
0,10/2/12,1155
0,10/2/12,1200
0,10/2/12,1205
0,10/2/12,1210
0,10/2/12,1215
0,10/2/12,1220
0,10/2/12,1225
0,10/2/12,1230
0,10/2/12,1235
0,10/2/12,1240
0,10/2/12,1245
0,10/2/12,1250
0,10/2/12,1255
0,10/2/12,1300
0,10/2/12,1305
0,10/2/12,1310
0,10/2/12,1315
0,10/2/12,1320
0,10/2/12,1325
0,10/2/12,1330
0,10/2/12,1335
0,10/2/12,1340
0,10/2/12,1345
0,10/2/12,1350
0,10/2/12,1355
0,10/2/12,1400
0,10/2/12,1405
0,10/2/12,1410
0,10/2/12,1415
0,10/2/12,1420
0,10/2/12,1425
0,10/2/12,1430
0,10/2/12,1435
0,10/2/12,1440
0,10/2/12,1445
0,10/2/12,1450
0,10/2/12,1455
0,10/2/12,1500
0,10/2/12,1505
0,10/2/12,1510
0,10/2/12,1515
0,10/2/12,1520
0,10/2/12,1525
0,10/2/12,1530
0,10/2/12,1535
0,10/2/12,1540
0,10/2/12,1545
0,10/2/12,1550
0,10/2/12,1555
0,10/2/12,1600
0,10/2/12,1605
0,10/2/12,1610
0,10/2/12,1615
0,10/2/12,1620
0,10/2/12,1625
0,10/2/12,1630
0,10/2/12,1635
0,10/2/12,1640
0,10/2/12,1645
0,10/2/12,1650
0,10/2/12,1655
0,10/2/12,1700
0,10/2/12,1705
0,10/2/12,1710
0,10/2/12,1715
0,10/2/12,1720
0,10/2/12,1725
0,10/2/12,1730
0,10/2/12,1735
0,10/2/12,1740
0,10/2/12,1745
0,10/2/12,1750
0,10/2/12,1755
0,10/2/12,1800
0,10/2/12,1805
0,10/2/12,1810
0,10/2/12,1815
0,10/2/12,1820
0,10/2/12,1825
0,10/2/12,1830
0,10/2/12,1835
0,10/2/12,1840
0,10/2/12,1845
0,10/2/12,1850
0,10/2/12,1855
0,10/2/12,1900
0,10/2/12,1905
0,10/2/12,1910
0,10/2/12,1915
0,10/2/12,1920
0,10/2/12,1925
0,10/2/12,1930
0,10/2/12,1935
0,10/2/12,1940
0,10/2/12,1945
0,10/2/12,1950
0,10/2/12,1955
0,10/2/12,2000
0,10/2/12,2005
0,10/2/12,2010
0,10/2/12,2015
0,10/2/12,2020
0,10/2/12,2025
0,10/2/12,2030
0,10/2/12,2035
0,10/2/12,2040
0,10/2/12,2045
0,10/2/12,2050
0,10/2/12,2055
0,10/2/12,2100
0,10/2/12,2105
0,10/2/12,2110
0,10/2/12,2115
0,10/2/12,2120
0,10/2/12,2125
0,10/2/12,2130
0,10/2/12,2135
0,10/2/12,2140
0,10/2/12,2145
0,10/2/12,2150
0,10/2/12,2155
0,10/2/12,2200
0,10/2/12,2205
117,10/2/12,2210
9,10/2/12,2215
0,10/2/12,2220
0,10/2/12,2225
0,10/2/12,2230
0,10/2/12,2235
0,10/2/12,2240
0,10/2/12,2245
0,10/2/12,2250
0,10/2/12,2255
0,10/2/12,2300
0,10/2/12,2305
0,10/2/12,2310
0,10/2/12,2315
0,10/2/12,2320
0,10/2/12,2325
0,10/2/12,2330
0,10/2/12,2335
0,10/2/12,2340
0,10/2/12,2345
0,10/2/12,2350
0,10/2/12,2355
0,10/3/12,0
0,10/3/12,5
0,10/3/12,10
0,10/3/12,15
0,10/3/12,20
0,10/3/12,25
0,10/3/12,30
0,10/3/12,35
0,10/3/12,40
0,10/3/12,45
0,10/3/12,50
0,10/3/12,55
0,10/3/12,100
0,10/3/12,105
0,10/3/12,110
0,10/3/12,115
0,10/3/12,120
0,10/3/12,125
0,10/3/12,130
0,10/3/12,135
0,10/3/12,140
0,10/3/12,145
0,10/3/12,150
0,10/3/12,155
0,10/3/12,200
0,10/3/12,205
0,10/3/12,210
0,10/3/12,215
0,10/3/12,220
0,10/3/12,225
0,10/3/12,230
0,10/3/12,235
0,10/3/12,240
0,10/3/12,245
0,10/3/12,250
0,10/3/12,255
0,10/3/12,300
0,10/3/12,305
0,10/3/12,310
0,10/3/12,315
0,10/3/12,320
0,10/3/12,325
0,10/3/12,330
0,10/3/12,335
0,10/3/12,340
0,10/3/12,345
0,10/3/12,350
0,10/3/12,355
0,10/3/12,400
0,10/3/12,405
4,10/3/12,410
0,10/3/12,415
0,10/3/12,420
0,10/3/12,425
36,10/3/12,430
0,10/3/12,435
0,10/3/12,440
0,10/3/12,445
0,10/3/12,450
0,10/3/12,455
0,10/3/12,500
0,10/3/12,505
0,10/3/12,510
0,10/3/12,515
0,10/3/12,520
0,10/3/12,525
0,10/3/12,530
25,10/3/12,535
0,10/3/12,540
0,10/3/12,545
90,10/3/12,550
411,10/3/12,555
413,10/3/12,600
415,10/3/12,605
519,10/3/12,610
529,10/3/12,615
613,10/3/12,620
562,10/3/12,625
612,10/3/12,630
534,10/3/12,635
323,10/3/12,640
600,10/3/12,645
533,10/3/12,650
251,10/3/12,655
56,10/3/12,700
0,10/3/12,705
32,10/3/12,710
80,10/3/12,715
10,10/3/12,720
9,10/3/12,725
145,10/3/12,730
46,10/3/12,735
0,10/3/12,740
44,10/3/12,745
126,10/3/12,750
42,10/3/12,755
138,10/3/12,800
53,10/3/12,805
0,10/3/12,810
0,10/3/12,815
22,10/3/12,820
57,10/3/12,825
161,10/3/12,830
19,10/3/12,835
15,10/3/12,840
0,10/3/12,845
16,10/3/12,850
0,10/3/12,855
0,10/3/12,900
8,10/3/12,905
0,10/3/12,910
51,10/3/12,915
516,10/3/12,920
245,10/3/12,925
0,10/3/12,930
161,10/3/12,935
7,10/3/12,940
0,10/3/12,945
0,10/3/12,950
0,10/3/12,955
0,10/3/12,1000
0,10/3/12,1005
0,10/3/12,1010
0,10/3/12,1015
0,10/3/12,1020
0,10/3/12,1025
0,10/3/12,1030
0,10/3/12,1035
0,10/3/12,1040
0,10/3/12,1045
0,10/3/12,1050
0,10/3/12,1055
0,10/3/12,1100
0,10/3/12,1105
0,10/3/12,1110
0,10/3/12,1115
0,10/3/12,1120
0,10/3/12,1125
0,10/3/12,1130
72,10/3/12,1135
73,10/3/12,1140
0,10/3/12,1145
0,10/3/12,1150
116,10/3/12,1155
97,10/3/12,1200
0,10/3/12,1205
0,10/3/12,1210
0,10/3/12,1215
0,10/3/12,1220
0,10/3/12,1225
15,10/3/12,1230
0,10/3/12,1235
0,10/3/12,1240
0,10/3/12,1245
0,10/3/12,1250
0,10/3/12,1255
80,10/3/12,1300
69,10/3/12,1305
0,10/3/12,1310
0,10/3/12,1315
0,10/3/12,1320
0,10/3/12,1325
0,10/3/12,1330
0,10/3/12,1335
0,10/3/12,1340
99,10/3/12,1345
100,10/3/12,1350
0,10/3/12,1355
0,10/3/12,1400
33,10/3/12,1405
0,10/3/12,1410
0,10/3/12,1415
7,10/3/12,1420
0,10/3/12,1425
0,10/3/12,1430
0,10/3/12,1435
0,10/3/12,1440
0,10/3/12,1445
0,10/3/12,1450
0,10/3/12,1455
0,10/3/12,1500
0,10/3/12,1505
0,10/3/12,1510
0,10/3/12,1515
0,10/3/12,1520
0,10/3/12,1525
0,10/3/12,1530
0,10/3/12,1535
0,10/3/12,1540
88,10/3/12,1545
154,10/3/12,1550
0,10/3/12,1555
20,10/3/12,1600
0,10/3/12,1605
0,10/3/12,1610
0,10/3/12,1615
0,10/3/12,1620
0,10/3/12,1625
0,10/3/12,1630
0,10/3/12,1635
0,10/3/12,1640
0,10/3/12,1645
0,10/3/12,1650
0,10/3/12,1655
0,10/3/12,1700
0,10/3/12,1705
198,10/3/12,1710
61,10/3/12,1715
75,10/3/12,1720
0,10/3/12,1725
0,10/3/12,1730
193,10/3/12,1735
298,10/3/12,1740
0,10/3/12,1745
15,10/3/12,1750
21,10/3/12,1755
0,10/3/12,1800
0,10/3/12,1805
0,10/3/12,1810
0,10/3/12,1815
51,10/3/12,1820
36,10/3/12,1825
0,10/3/12,1830
26,10/3/12,1835
22,10/3/12,1840
0,10/3/12,1845
39,10/3/12,1850
52,10/3/12,1855
15,10/3/12,1900
41,10/3/12,1905
0,10/3/12,1910
42,10/3/12,1915
0,10/3/12,1920
0,10/3/12,1925
159,10/3/12,1930
32,10/3/12,1935
0,10/3/12,1940
0,10/3/12,1945
0,10/3/12,1950
0,10/3/12,1955
34,10/3/12,2000
0,10/3/12,2005
0,10/3/12,2010
0,10/3/12,2015
0,10/3/12,2020
36,10/3/12,2025
73,10/3/12,2030
9,10/3/12,2035
0,10/3/12,2040
0,10/3/12,2045
0,10/3/12,2050
0,10/3/12,2055
0,10/3/12,2100
0,10/3/12,2105
0,10/3/12,2110
0,10/3/12,2115
0,10/3/12,2120
0,10/3/12,2125
90,10/3/12,2130
128,10/3/12,2135
46,10/3/12,2140
0,10/3/12,2145
0,10/3/12,2150
0,10/3/12,2155
0,10/3/12,2200
0,10/3/12,2205
0,10/3/12,2210
0,10/3/12,2215
0,10/3/12,2220
0,10/3/12,2225
0,10/3/12,2230
0,10/3/12,2235
0,10/3/12,2240
0,10/3/12,2245
0,10/3/12,2250
0,10/3/12,2255
0,10/3/12,2300
0,10/3/12,2305
0,10/3/12,2310
0,10/3/12,2315
0,10/3/12,2320
0,10/3/12,2325
0,10/3/12,2330
0,10/3/12,2335
0,10/3/12,2340
8,10/3/12,2345
0,10/3/12,2350
0,10/3/12,2355
47,10/4/12,0
0,10/4/12,5
0,10/4/12,10
0,10/4/12,15
0,10/4/12,20
0,10/4/12,25
0,10/4/12,30
0,10/4/12,35
0,10/4/12,40
0,10/4/12,45
0,10/4/12,50
0,10/4/12,55
0,10/4/12,100
0,10/4/12,105
0,10/4/12,110
0,10/4/12,115
0,10/4/12,120
0,10/4/12,125
0,10/4/12,130
0,10/4/12,135
0,10/4/12,140
0,10/4/12,145
0,10/4/12,150
0,10/4/12,155
0,10/4/12,200
0,10/4/12,205
0,10/4/12,210
0,10/4/12,215
0,10/4/12,220
0,10/4/12,225
0,10/4/12,230
0,10/4/12,235
0,10/4/12,240
0,10/4/12,245
0,10/4/12,250
0,10/4/12,255
0,10/4/12,300
0,10/4/12,305
0,10/4/12,310
0,10/4/12,315
0,10/4/12,320
0,10/4/12,325
0,10/4/12,330
0,10/4/12,335
0,10/4/12,340
0,10/4/12,345
0,10/4/12,350
0,10/4/12,355
0,10/4/12,400
0,10/4/12,405
0,10/4/12,410
0,10/4/12,415
0,10/4/12,420
0,10/4/12,425
0,10/4/12,430
0,10/4/12,435
0,10/4/12,440
0,10/4/12,445
0,10/4/12,450
0,10/4/12,455
0,10/4/12,500
0,10/4/12,505
7,10/4/12,510
18,10/4/12,515
57,10/4/12,520
40,10/4/12,525
0,10/4/12,530
0,10/4/12,535
0,10/4/12,540
0,10/4/12,545
16,10/4/12,550
1,10/4/12,555
0,10/4/12,600
18,10/4/12,605
20,10/4/12,610
40,10/4/12,615
36,10/4/12,620
17,10/4/12,625
49,10/4/12,630
86,10/4/12,635
49,10/4/12,640
0,10/4/12,645
29,10/4/12,650
59,10/4/12,655
7,10/4/12,700
25,10/4/12,705
30,10/4/12,710
31,10/4/12,715
7,10/4/12,720
18,10/4/12,725
113,10/4/12,730
181,10/4/12,735
87,10/4/12,740
0,10/4/12,745
0,10/4/12,750
0,10/4/12,755
57,10/4/12,800
99,10/4/12,805
507,10/4/12,810
522,10/4/12,815
510,10/4/12,820
519,10/4/12,825
508,10/4/12,830
423,10/4/12,835
499,10/4/12,840
259,10/4/12,845
31,10/4/12,850
17,10/4/12,855
0,10/4/12,900
0,10/4/12,905
0,10/4/12,910
0,10/4/12,915
0,10/4/12,920
17,10/4/12,925
0,10/4/12,930
145,10/4/12,935
453,10/4/12,940
229,10/4/12,945
144,10/4/12,950
0,10/4/12,955
0,10/4/12,1000
0,10/4/12,1005
82,10/4/12,1010
0,10/4/12,1015
0,10/4/12,1020
0,10/4/12,1025
0,10/4/12,1030
0,10/4/12,1035
0,10/4/12,1040
0,10/4/12,1045
0,10/4/12,1050
0,10/4/12,1055
0,10/4/12,1100
0,10/4/12,1105
0,10/4/12,1110
0,10/4/12,1115
0,10/4/12,1120
180,10/4/12,1125
21,10/4/12,1130
0,10/4/12,1135
0,10/4/12,1140
0,10/4/12,1145
0,10/4/12,1150
0,10/4/12,1155
160,10/4/12,1200
79,10/4/12,1205
0,10/4/12,1210
0,10/4/12,1215
0,10/4/12,1220
46,10/4/12,1225
66,10/4/12,1230
127,10/4/12,1235
0,10/4/12,1240
0,10/4/12,1245
0,10/4/12,1250
0,10/4/12,1255
0,10/4/12,1300
0,10/4/12,1305
31,10/4/12,1310
0,10/4/12,1315
0,10/4/12,1320
0,10/4/12,1325
0,10/4/12,1330
0,10/4/12,1335
28,10/4/12,1340
496,10/4/12,1345
78,10/4/12,1350
0,10/4/12,1355
0,10/4/12,1400
0,10/4/12,1405
0,10/4/12,1410
0,10/4/12,1415
0,10/4/12,1420
0,10/4/12,1425
0,10/4/12,1430
77,10/4/12,1435
20,10/4/12,1440
7,10/4/12,1445
1,10/4/12,1450
128,10/4/12,1455
354,10/4/12,1500
310,10/4/12,1505
0,10/4/12,1510
0,10/4/12,1515
25,10/4/12,1520
15,10/4/12,1525
0,10/4/12,1530
0,10/4/12,1535
0,10/4/12,1540
0,10/4/12,1545
33,10/4/12,1550
33,10/4/12,1555
32,10/4/12,1600
66,10/4/12,1605
77,10/4/12,1610
0,10/4/12,1615
44,10/4/12,1620
0,10/4/12,1625
0,10/4/12,1630
0,10/4/12,1635
0,10/4/12,1640
0,10/4/12,1645
0,10/4/12,1650
0,10/4/12,1655
0,10/4/12,1700
0,10/4/12,1705
0,10/4/12,1710
0,10/4/12,1715
0,10/4/12,1720
40,10/4/12,1725
0,10/4/12,1730
37,10/4/12,1735
90,10/4/12,1740
53,10/4/12,1745
73,10/4/12,1750
92,10/4/12,1755
285,10/4/12,1800
527,10/4/12,1805
531,10/4/12,1810
547,10/4/12,1815
175,10/4/12,1820
114,10/4/12,1825
62,10/4/12,1830
0,10/4/12,1835
59,10/4/12,1840
65,10/4/12,1845
0,10/4/12,1850
101,10/4/12,1855
43,10/4/12,1900
0,10/4/12,1905
0,10/4/12,1910
0,10/4/12,1915
49,10/4/12,1920
21,10/4/12,1925
0,10/4/12,1930
16,10/4/12,1935
56,10/4/12,1940
0,10/4/12,1945
0,10/4/12,1950
0,10/4/12,1955
0,10/4/12,2000
0,10/4/12,2005
0,10/4/12,2010
0,10/4/12,2015
0,10/4/12,2020
0,10/4/12,2025
0,10/4/12,2030
0,10/4/12,2035
17,10/4/12,2040
15,10/4/12,2045
0,10/4/12,2050
0,10/4/12,2055
27,10/4/12,2100
106,10/4/12,2105
122,10/4/12,2110
41,10/4/12,2115
35,10/4/12,2120
6,10/4/12,2125
0,10/4/12,2130
0,10/4/12,2135
68,10/4/12,2140
0,10/4/12,2145
0,10/4/12,2150
0,10/4/12,2155
0,10/4/12,2200
0,10/4/12,2205
0,10/4/12,2210
0,10/4/12,2215
0,10/4/12,2220
0,10/4/12,2225
0,10/4/12,2230
0,10/4/12,2235
0,10/4/12,2240
0,10/4/12,2245
0,10/4/12,2250
0,10/4/12,2255
0,10/4/12,2300
0,10/4/12,2305
0,10/4/12,2310
0,10/4/12,2315
0,10/4/12,2320
0,10/4/12,2325
0,10/4/12,2330
0,10/4/12,2335
0,10/4/12,2340
0,10/4/12,2345
0,10/4/12,2350
0,10/4/12,2355
0,10/5/12,0
0,10/5/12,5
0,10/5/12,10
0,10/5/12,15
0,10/5/12,20
0,10/5/12,25
0,10/5/12,30
0,10/5/12,35
0,10/5/12,40
0,10/5/12,45
0,10/5/12,50
0,10/5/12,55
0,10/5/12,100
0,10/5/12,105
0,10/5/12,110
0,10/5/12,115
0,10/5/12,120
0,10/5/12,125
0,10/5/12,130
0,10/5/12,135
0,10/5/12,140
9,10/5/12,145
14,10/5/12,150
0,10/5/12,155
0,10/5/12,200
0,10/5/12,205
0,10/5/12,210
0,10/5/12,215
0,10/5/12,220
7,10/5/12,225
0,10/5/12,230
0,10/5/12,235
0,10/5/12,240
0,10/5/12,245
27,10/5/12,250
0,10/5/12,255
0,10/5/12,300
0,10/5/12,305
0,10/5/12,310
0,10/5/12,315
0,10/5/12,320
0,10/5/12,325
0,10/5/12,330
0,10/5/12,335
0,10/5/12,340
0,10/5/12,345
0,10/5/12,350
0,10/5/12,355
0,10/5/12,400
39,10/5/12,405
0,10/5/12,410
0,10/5/12,415
0,10/5/12,420
0,10/5/12,425
0,10/5/12,430
0,10/5/12,435
0,10/5/12,440
0,10/5/12,445
0,10/5/12,450
0,10/5/12,455
0,10/5/12,500
27,10/5/12,505
0,10/5/12,510
0,10/5/12,515
0,10/5/12,520
0,10/5/12,525
0,10/5/12,530
0,10/5/12,535
0,10/5/12,540
0,10/5/12,545
0,10/5/12,550
52,10/5/12,555
36,10/5/12,600
0,10/5/12,605
0,10/5/12,610
28,10/5/12,615
67,10/5/12,620
119,10/5/12,625
7,10/5/12,630
21,10/5/12,635
29,10/5/12,640
68,10/5/12,645
29,10/5/12,650
0,10/5/12,655
11,10/5/12,700
19,10/5/12,705
84,10/5/12,710
50,10/5/12,715
2,10/5/12,720
43,10/5/12,725
126,10/5/12,730
30,10/5/12,735
19,10/5/12,740
8,10/5/12,745
171,10/5/12,750
68,10/5/12,755
114,10/5/12,800
0,10/5/12,805
9,10/5/12,810
122,10/5/12,815
400,10/5/12,820
451,10/5/12,825
371,10/5/12,830
470,10/5/12,835
473,10/5/12,840
512,10/5/12,845
449,10/5/12,850
496,10/5/12,855
530,10/5/12,900
509,10/5/12,905
252,10/5/12,910
84,10/5/12,915
16,10/5/12,920
0,10/5/12,925
6,10/5/12,930
46,10/5/12,935
39,10/5/12,940
0,10/5/12,945
0,10/5/12,950
0,10/5/12,955
0,10/5/12,1000
0,10/5/12,1005
0,10/5/12,1010
0,10/5/12,1015
0,10/5/12,1020
0,10/5/12,1025
0,10/5/12,1030
0,10/5/12,1035
0,10/5/12,1040
0,10/5/12,1045
0,10/5/12,1050
0,10/5/12,1055
0,10/5/12,1100
0,10/5/12,1105
0,10/5/12,1110
0,10/5/12,1115
0,10/5/12,1120
0,10/5/12,1125
0,10/5/12,1130
0,10/5/12,1135
0,10/5/12,1140
0,10/5/12,1145
0,10/5/12,1150
0,10/5/12,1155
138,10/5/12,1200
541,10/5/12,1205
555,10/5/12,1210
345,10/5/12,1215
345,10/5/12,1220
10,10/5/12,1225
485,10/5/12,1230
515,10/5/12,1235
168,10/5/12,1240
0,10/5/12,1245
0,10/5/12,1250
0,10/5/12,1255
0,10/5/12,1300
0,10/5/12,1305
0,10/5/12,1310
0,10/5/12,1315
349,10/5/12,1320
341,10/5/12,1325
0,10/5/12,1330
0,10/5/12,1335
0,10/5/12,1340
0,10/5/12,1345
0,10/5/12,1350
158,10/5/12,1355
545,10/5/12,1400
82,10/5/12,1405
0,10/5/12,1410
105,10/5/12,1415
